320, 237
320, 234
320, 231
320, 228
320, 225
320, 222
320, 219
320, 216
320, 213
320, 210
320, 207
320, 204
320, 201
320, 198
320, 195
320, 192
320, 189
320, 186
320, 183
320, 180
320, 177
320, 174
320, 171
320, 168
320, 165
320, 162
320, 159
320, 156
320, 153
320, 150
320, 147
320, 144
320, 141
320, 138
320, 135
320, 132
320, 129
320, 126
320, 123
320, 120
320, 117
320, 114
320, 111
320, 108
320, 105
320, 102
320, 99
320, 96
320, 93
320, 90
320, 87
320, 84
320, 81
320, 78
320, 75
320, 72
320, 69
320, 66
320, 63
320, 60
320, 57
320, 54
320, 51
320, 48
320, 45
320, 42
320, 39
320, 36
320, 33
320, 30
320, 27
320, 24
320, 21
320, 18
323, 18
326, 18
329, 18
332, 18
335, 18
338, 18
341, 18
344, 18
347, 18
350, 18
353, 18
356, 18
359, 18
362, 18
365, 18
368, 18
371, 18
374, 18
377, 18
380, 18
383, 18
386, 18
389, 18
392, 18
395, 18
398, 18
401, 18
404, 18
407, 18
410, 18
413, 18
416, 18
419, 18
422, 18
425, 18
428, 18
431, 18
434, 18
437, 18
440, 18
443, 18
446, 18
449, 18
452, 18
455, 18
458, 18
461, 18
464, 18
467, 18
470, 18
473, 18
476, 18
479, 18
482, 18
485, 18
488, 18
491, 18
494, 18
497, 18
500, 18
503, 18
506, 18
509, 18
512, 18
515, 18
518, 18
521, 18
524, 18
527, 18
530, 18
533, 18
536, 18
539, 18
542, 18
545, 18
548, 18
551, 18
554, 18
557, 18
560, 18
563, 18
566, 18
569, 18
572, 18
575, 18
578, 18
581, 18
584, 18
587, 18
590, 18
593, 18
596, 18
599, 18
602, 18
605, 18
608, 18
611, 18
614, 18
617, 18
620, 18
623, 18
626, 18
624, 17
622, 16
620, 15
618, 14
616, 13
614, 12
612, 11
610, 10
608, 9
606, 8
604, 7
602, 6
600, 5
598, 4
596, 3
594, 2
592, 1
590, 0
588, -1
585, 0
582, 1
579, 2
576, 3
573, 4
570, 5
567, 6
564, 7
561, 8
558, 9
555, 10
552, 11
549, 12
546, 13
543, 14
540, 15
537, 16
534, 17
531, 18
528, 19
525, 20
522, 21
519, 22
516, 23
513, 24
510, 25
507, 26
504, 27
501, 28
498, 29
495, 30
492, 31
489, 32
486, 33
483, 34
480, 35
477, 36
474, 37
471, 38
468, 39
465, 40
462, 41
459, 42
456, 43
453, 44
450, 45
447, 46
444, 47
441, 48
438, 49
435, 50
432, 51
429, 52
426, 53
423, 54
420, 55
417, 56
414, 57
411, 58
408, 59
405, 60
402, 61
399, 62
396, 63
393, 64
390, 65
387, 66
384, 67
381, 68
378, 69
375, 70
372, 71
369, 72
366, 73
363, 74
360, 75
357, 76
354, 77
351, 78
348, 79
345, 80
342, 81
339, 82
336, 83
333, 84
330, 85
327, 86
324, 87
321, 88
318, 89
315, 90
312, 91
309, 92
306, 93
303, 94
300, 95
297, 96
294, 97
291, 98
288, 99
285, 100
282, 101
279, 102
276, 103
273, 104
270, 105
267, 106
264, 107
261, 108
258, 109
255, 110
252, 111
249, 112
246, 113
243, 114
240, 115
237, 116
234, 117
231, 118
228, 119
225, 120
222, 121
219, 122
216, 123
213, 124
210, 125
207, 126
204, 127
201, 128
198, 129
195, 130
192, 131
189, 132
186, 133
183, 134
180, 135
177, 136
174, 137
171, 138
168, 139
165, 140
162, 141
159, 142
156, 143
153, 144
150, 145
147, 146
144, 147
141, 148
138, 149
135, 150
132, 151
135, 152
138, 153
141, 154
144, 155
147, 156
150, 157
153, 158
156, 159
159, 160
162, 161
165, 162
168, 163
171, 164
174, 165
177, 166
180, 167
183, 168
186, 169
189, 170
192, 171
195, 172
198, 173
201, 174
204, 175
207, 176
210, 177
213, 178
216, 179
219, 180
222, 181
225, 182
228, 183
231, 184
234, 185
237, 186
240, 187
243, 188
246, 189
249, 190
252, 191
255, 192
258, 193
261, 194
264, 195
267, 196
270, 197
273, 198
276, 199
279, 200
282, 201
285, 202
288, 203
291, 204
294, 205
297, 206
300, 207
303, 208
306, 209
309, 210
312, 211
315, 212
318, 213
321, 214
324, 215
327, 216
330, 217
333, 218
336, 219
339, 220
342, 221
345, 222
343, 221
341, 220
339, 219
337, 218
335, 217
333, 216
331, 215
329, 214
327, 213
325, 212
323, 211
321, 210
319, 209
317, 208
315, 207
313, 206
311, 205
309, 204
307, 203
305, 202
303, 201
301, 200
299, 199
297, 198
295, 197
293, 196
291, 195
289, 194
287, 193
285, 192
283, 191
281, 190
279, 189
277, 188
